year,commune,rate,n,reason,components
2025,Bertrange,39.70805,197,published,Bertrange
2025,Bettembourg,30.187,51,published,Bettembourg
2025,Bettendorf,,4,source suppressed,Bettendorf
2025,Betzdorf,,2,source suppressed,Betzdorf
2025,Bissen,,12,source suppressed,Bissen
2025,Biwer,,0,source suppressed,Biwer
2025,Boulaide,,3,source suppressed,Boulaide
2025,Bourscheid,,5,source suppressed,Bourscheid
2025,Bous-Waldbredimus,,4,source suppressed,Bous-Waldbredimus
2025,Clervaux,19.08005,69,published,Clervaux
2025,Colmar-Berg,,3,source suppressed,Colmar-Berg
2025,Consdorf,,0,source suppressed,Consdorf
2025,Contern,23.68338,32,published,Contern
2025,Dalheim,,7,source suppressed,Dalheim
2025,Diekirch,21.06296,75,published,Diekirch
2025,Differdange,29.851400000000005,167,published,Differdange
2025,Dippach,,12,source suppressed,Dippach
2025,Dudelange,25.6431,100,published,Dudelange
2025,Echternach,,29,source suppressed,Echternach
2025,Ell,,4,source suppressed,Ell
2025,Erpeldange-sur-Sûre,,2,source suppressed,Erpeldange
2025,Esch-sur-Alzette,41.35616,541,published,Esch-sur-Alzette
2025,Esch-sur-Sûre,,2,source suppressed,Esch-sur-Sûre
2025,Ettelbruck,22.17874,96,published,Ettelbruck
2025,Feulen,,7,source suppressed,Feulen
2025,Fischbach,,0,source suppressed,Fischbach
2025,Flaxweiler,,1,source suppressed,Flaxweiler
2025,Frisange,26.47884,44,published,Frisange
2025,Garnich,,18,source suppressed,Garnich
2025,Goesdorf,,2,source suppressed,Goesdorf
2025,Grevenmacher,,24,source suppressed,Grevenmacher
2025,Groussbus-Wal,,5,source suppressed,Groussbus-Wal
2025,Habscht,,25,source suppressed,Habscht
2025,Heffingen,,8,source suppressed,Heffingen
2025,Helperknapp,,8,source suppressed,Helperknapp
2025,Hesperange,29.633879999999998,180,published,Hesperange
2025,Junglinster,27.08131,34,published,Junglinster
2025,Käerjeng,36.17316,109,published,Käerjeng
2025,Kayl,,26,source suppressed,Kayl
2025,Kehlen,,22,source suppressed,Kehlen
2025,Kiischpelt,,1,source suppressed,Kiischpelt
2025,Koerich,,3,source suppressed,Koerich
2025,Kopstal,26.56196,41,published,Kopstal
2025,Lac de la Haute-Sûre,,3,source suppressed,Lac de la Haute-Sûre
2025,Larochette,,9,source suppressed,Larochette
2025,Lenningen,,3,source suppressed,Lenningen
2025,Leudelange,47.38496,81,published,Leudelange
2025,Lintgen,,17,source suppressed,Lintgen
2025,Lorentzweiler,29.3934,30,published,Lorentzweiler
2025,Luxembourg,45.42292,5535,published,Luxembourg
2025,Mamer,38.08646,210,published,Mamer
2025,Manternach,,4,source suppressed,Manternach
2025,Mersch,22.8739,69,published,Mersch
2025,Mertert,26.095179999999996,30,published,Mertert
2025,Mertzig,,3,source suppressed,Mertzig
2025,Mondercange,44.28376,61,published,Mondercange
2025,Mondorf-les-Bains,26.23812,61,published,Mondorf-les-Bains
2025,Niederanven,38.31506,69,published,Niederanven
2025,Nommern,,0,source suppressed,Nommern
2025,Parc Hosingen,,8,source suppressed,Parc Hosingen
2025,Pétange,26.345309999999998,97,published,Pétange
2025,Préizerdaul,,7,source suppressed,Préizerdaul
2025,Putscheid,,1,source suppressed,Putscheid
2025,Rambrouch,,18,source suppressed,Rambrouch
2025,Reckange-sur-Mess,32.97775,54,published,Reckange-sur-Mess
2025,Redange/Attert,,11,source suppressed,Redange-sur-Attert
2025,Reisdorf,,2,source suppressed,Reisdorf
2025,Remich,,18,source suppressed,Remich
2025,Roeser,33.185,80,published,Roeser
2025,Rosport-Mompach,,4,source suppressed,Rosport-Mompach
2025,Rumelange,,11,source suppressed,Rumelange
2025,Saeul,,4,source suppressed,Saeul
2025,Sandweiler,,25,source suppressed,Sandweiler
2025,Sanem,27.61381,96,published,Sanem
2025,Schengen,,22,source suppressed,Schengen
2025,Schieren,,15,source suppressed,Schieren
2025,Schifflange,32.68745,86,published,Schifflange
2025,Schuttrange,,13,source suppressed,Schuttrange
2025,Stadtbredimus,,9,source suppressed,Stadtbredimus
2025,Steinfort,25.39958,37,published,Steinfort
2025,Steinsel,27.319200000000002,75,published,Steinsel
2025,Strassen,36.42878,274,published,Strassen
2025,Tandel,,0,source suppressed,Tandel
2025,Troisvierges,,20,source suppressed,Troisvierges
2025,Useldange,,12,source suppressed,Useldange
2025,Vallée de l'Ernz,,2,source suppressed,Vallée de l'Ernz
2025,Vianden,,3,source suppressed,Vianden
2025,Vichten,,1,source suppressed,Vichten
2025,Waldbillig,,0,source suppressed,Waldbillig
2025,Walferdange,34.97525,163,published,Walferdange
2025,Weiler-la-Tour,,9,source suppressed,Weiler-la-Tour
2025,Weiswampach,19.05139,38,published,Weiswampach
2025,Wiltz,18.68537,32,published,Wiltz
2025,Wincrange,,5,source suppressed,Wincrange
2025,Winseler,,24,source suppressed,Winseler
2025,Wormeldange,,11,source suppressed,Wormeldange
